[0.00-1.36] 哈喽大家好
[118.52-122.24] 地下一层花都花都是在那个中旅大厦
[122.24-124.00] 然后天上人间不用说了
[124.00-124.52] 南波吧
[124.52-126.52] 天上人间就是长城啊
[126.52-130.48] 还有中国城中国城是在亚洲大酒店
[130.48-131.52] 我的大本营呢
[131.52-134.08] 在中国城和天上人间
[134.08-134.72] 后来呢
[134.72-136.84] 天上人间因为就是去的人越来越多
[136.84-138.72] 东西越越来越旧
[138.72-139.92] 自打秦回去了以后
[139.92-141.80] 当老板以后他不再装修了
[141.80-144.08] 那个欢场你知道那个沙发呀
[144.08-145.60] 他要是过个两年不换的话
[145.60-147.12] 那个皮子都是一层包浆
[147.24-148.20] 闲得脏
[148.20-150.44] 正好对面就开了缤纷年代
[150.44-151.84] 就是亮马河大厦底下
[151.84-155.48] 所以我们就改缤纷年代玩去了
[155.48-156.68] 我我不是吹牛逼啊
[156.68-158.44] 弟兄们你们要相信我
[158.44-163.44] 呃我的诚恳就是我二十五六岁到三十岁左右的时候
[163.44-165.64] 我去夜总会是小姐挑我
[165.64-166.44] 不是我挑小姐
[166.44-168.16] 就是我觉得我没收钱
[168.16-168.80] 我还付钱了
[168.80-170.40] 我有点亏
[170.40-174.68] 就是呃好多小姐就说喜欢我的嘴唇
[174.68-177.08] 呃就像黑暗中的那一杯dry martini
[177.24-178.48] 哈哈哈
[178.48-181.56] 就是哎呀都是荒唐往事
[181.56-183.08] 荒唐往事
[183.08-186.24] 那是一个中国所有的各行各业都在起飞
[186.24-188.36] 并且蓬勃发展的时代
[188.36-189.44] 呃举个例子
[189.44-191.12] 如果79年邓小平改革开放
[191.12-194.60] 那个飞机等于是滑跑出呃航站楼
[194.60-196.64] 往跑道上滑行的话
[196.64-197.96] 他还是比较慢的
[197.96-202.12] 呃2000年以后那个飞机是开始加速加力起飞
[202.12-203.28] 排到你了该飞了
[203.28-206.56] 那个2000年到我现在想就是到2012年
[206.56-207.08] 就是到
[207.24-209.96] 呃那个金上上台
[209.96-212.52] 这个12年就是飞机彻底起飞
[212.52-216.40] 呃所有中国人的这个衣食住行的这种改善
[216.40-219.36] 都是在这12年中完成完善
[219.36-221.80] 之后呢飞机就进入无人驾驶的状态
[221.80-225.48] 就是其实是呃按照惯性在网上窜升
[225.48-227.72] 这个惯性的制高点应该在07
[227.72-230.80] 呃在17到18年达到最高点
[230.80-232.64] 然后从18年开始就是
[232.64-233.88] 哈哈就是
[233.88-234.92] 坠了就是坠了嘛
[234.92-235.92] 所有发动机都关了
[235.92-237.08] 然后
[237.08-241.92] 开发动机的开飞机的人带着一个呃虚拟现实眼镜
[241.92-243.60] 呃在沙漠里远足
[243.60-246.48] 所以这个飞机现在就是这么个状态
[246.48-247.24] 嗯对
[247.24-250.36] 所以呢我不愿意跟呃
[250.36-253.16] 所谓的40岁以下的这些
[253.16-256.08] 中国大陆翻墙出来的这些年轻人抬杠
[256.08-258.60] 因为我告诉你们的
[258.60-261.08] 不及我心里想说的1%
[261.08-264.08] 就是你们现在就已经觉得我说的你们受不了了
[264.08-265.60] 甚至想骂我了
[265.60-266.96] 呃骂又骂不过啊
[267.08-268.72] 呃比钱你们输
[268.72-270.40] 比阅历你们也输
[270.40-272.68] 然后呢就最最后最后就祭出
[272.68-275.08] 绝招说老王你这走了12年
[275.08-276.28] 呃中国已经发展了
[276.28-277.16] 中国已经进步了
[277.16-278.88] 你这个已经out了
[278.88-280.40] 我操
[280.40-281.84] 你能怕要不要个逼脸
[281.84-283.04] 中国这12年
[283.04-284.96] 从2012年到2024年
[284.96-287.28] 中国是在进步还是在退步
[287.28-289.40] 是他们在开前进的还是倒车的
[289.40-292.28] 你心里没个逼数吗
[292.28-296.16] 各行各业都在急速的倒退
[296.16-296.92] 这这说话都倒退了
[296.92-298.48] 他们倒退到他们陷害革命起来
[298.48-301.04] 他撑屁了不就陷害了吗
[301.04-304.00] 陷害革命以来的革命成果复制一炬
[304.00-308.08] 所以呃改革开放以来的革命成果已经快复制一炬了
[308.08-312.28] 至少加入WTO的所有的红利全他们给撒撒毙了嘛
[312.28-316.08] 所以这个事儿呃抬杠的可以骂没事儿
[316.08-316.80] 骂出来之后
[316.80-318.96] 然后给你说明白了就得了
[318.96-320.48] 就别在那死硬了
[320.48-324.20] 颜付替众生呃倔强难以调伏
[324.20-325.56] 这个真是让人受不了
[325.56-326.88] 就像我昨天说
[326.92-329.12] 伊朗流量的事儿
[329.12-331.32] 还有一帮什么it男什么小孩说了
[331.32-333.16] 哎那不能说明什么呀
[333.16-335.80] 这个只能说明这个共产党有一支骑兵
[335.80-338.80] 通过伊朗这条线出来呃
[338.80-340.44] 踩王正安和宅宅小鸟了
[340.44-341.24] 因为他们恨他
[341.24-344.40] 他们俩爆的料是共产党真正疼的
[344.40-347.16] 我配那文昭呢
[347.16-347.80] 文昭爆的料
[347.80-349.76] 共产党也真正疼是吧啊
[349.76-351.04] 那好文昭真正疼
[351.04-353.16] 那为什么不采江峰
[353.16-354.64] 他逻辑你们都不清楚
[354.64-356.60] 为什么不采公司审
[356.60-358.60] 操他们公司审没花钱买流量
[358.60-359.84] 就这么简单
[359.84-361.76] 呃江峰没花钱买流量
[361.76-363.16] 所以啊那说哎
[363.16-364.92] 那有可能中国vpn架在伊朗
[364.92-367.96] 我配老高和小木有他们600万粉丝
[367.96-370.36] 要是架vpn老高和小木那
[370.36-372.80] 从伊朗出来的一定会有
[372.80-374.00] 他就他妈是买流量
[374.00-376.44] 买流量这三个字那么难承认吗
[376.44-379.52] 他妈老子从他妈的2010年时代
[379.52-380.92] 开微博开博客
[380.92-383.24] 我的小助理就给我一万块钱
[383.24-385.64] 买呃10块钱买一万个粉
[385.64-386.48] 就知道买流量
[386.60-388.24] 承认又怎么的呀
[388.24-390.84] 就承认事实都这么难
[390.84-392.00] 就不就不要说
[392.00-393.96] 我说中国人承认错误有多难
[393.96-395.60] 中国人承认事实就是这么难
[395.60-396.04] 因为为什么
[396.04-398.36] 因为他心里边粉王志安
[398.36-399.88] 就是他爱王志安
[399.88-401.88] 他他他就喜欢王志安
[401.88-403.52] 谁说王志安不好都不行
[403.52-405.16] 不包括宅神鹰宅小鸟
[405.16-407.40] 就是呃买流量肯定不是好事
[407.40-408.84] 你一说然后他就不高兴了
[408.84-411.04] 他就找各种理由怼回去
[411.04-412.40] 他倒不是为怼我
[412.40-414.36] 他是为了护主心切
[414.36-416.16] 这他们就是中国人缺爹你吗
[416.16-418.12] 中国人都基本五行缺爹
[418.12-419.80] 没有一个爹就不行
[420.92-422.16] 哎呦我又说脏话了
[422.16-425.04] 因为你看我自打粉丝多了以后吧
[425.04-427.96] 呃我的老粉丝已经发现我的说话风格变了
[427.96-429.40] 就我不再
[429.40-430.12] 惊骂了
[430.12-432.12] 还有你粉说您只有一个毛病
[432.12-433.96] 就是你这惊骂太多了
[433.96-435.24] 虽然我们听着有点腻
[435.24-437.12] 但是实在是因为内容还挺干的
[437.12-438.52] 我们得忍着听
[438.52-440.24] 哎呀你们不知道我那惊骂
[440.24-442.84] 我后期剪辑的时候已经能剪则剪
[442.84-444.04] 还剩这么多呢
[444.04-445.40] 你要是我原原
[445.40-446.12] 原音放
[446.16-451.00] 你们就在北京那个南城湖洞口
[451.00-452.08] 你知道吧
[452.08-455.80] 呃说起南城湖洞口挖坑啊
[455.80-459.60] 呃北京人可以去看东四八条六十
[459.60-461.72] 呃东四八条六十六号
[461.72-464.00] 东四八条六十六号那四合院是我的
[464.00-465.68] 以前是我的
[465.68-466.80] 后来不是了
[466.80-469.72] 我给那个四合院长租了五十年
[469.72-471.60] 装修的特别漂亮
[471.60-474.64] 第一个在四合院上盖玻璃盖的不是
[474.64-475.32] 立家菜
[475.32-475.80] 是我
[475.80-477.36] 给东四八条六十六号
[477.36-478.64] 后来我去国之后
[478.64-481.40] 那个六十六号里边那个小桥流水
[481.40-484.00] 呃古筝麻将桌还有私厨
[484.00-486.28] 我就不知道谁给租走干啥去了
[486.28-488.88] 据说后来改成什么茶馆了
[488.88-490.48] 呃所以要谈四合院
[490.48-492.76] 那那老王给你们谈四合院
[492.76-493.72] 能给你谈风了
[493.72-495.44] 你说四合院怎么玩
[495.44-496.04] 怎么装修
[496.04-497.40] 他什么规矩
[497.40-500.20] 呃我说的这玩意都特别的实
[500.20-501.20] 因为我理工男嘛
[501.20-503.04] 特别实
[503.04-504.72] 说哎咱们扯四合院去了
[504.72-509.76] 哎呃然后买粉这个问题在国内特别普遍
[509.76-511.96] 国内互联网界几乎人是买粉
[511.96-514.72] 甚至有些平台会助长你买粉
[514.72-516.76] 但是为什么我要拿出来这个事说
[516.76-520.16] 而且我呢就是采取负面态度去评论这个事
[520.16-521.36] 呃特别简单
[521.36-522.24] 我不说别人了
[522.24-523.88] 因为完了王沾粉就呦
[523.88-524.24] 不行了
[524.24-525.48] 我一说王沾
[525.48-526.88] 我一说翟晨英的话
[526.88-528.32] 你们就会骂我这样
[528.32-529.12] 我为了表
[529.12-531.08] 我为了表示我的诚意
[531.08-533.68] 我给你们举的例子就是我
[533.68-534.68] 我自己啊
[534.72-535.88] 我买没买粉
[535.88-538.04] 但是我比买粉这个事更严重
[538.04-540.40] 但性质是一样的
[540.40-543.00] 呃我在做上市公司重组的时候
[543.00-547.08] 呃我当时呃发明了一套东西叫五方拉手账
[547.08-549.36] 五方拉手让用呃中国话讲
[549.36-551.32] 用人话讲就是做假账
[551.32-554.12] 而且我做这假账你看不出来
[554.12-555.84] 谁都看不出来
[555.84-557.24] 所以呃做完了以后呢
[557.24-558.40] 你原来销售额是100
[558.40-560.60] 我能给你做到啊1000去
[560.60-564.56] 那租增加这个9倍的销售额
[564.72-566.52] 呃意义何在
[566.52-569.76] 或者对资本市场的危害何在
[569.76-573.88] 意义在于你不要以为呃你原来销售100
[573.88-576.00] 做到了1000之后那900是有利润的
[576.00-577.00] 那不是啊
[577.00-579.20] 所以完全可以类比买买流量
[579.20-581.56] 就是正常流量真实流量是1万
[581.56-582.36] 你买到10万
[582.36-584.88] 那个9万油管是根本不会给你钱的
[584.88-585.72] 你没有利润
[585.72-588.64] 但是但是不但没有利润啊
[588.64-590.80] 而且还会支付成本
[590.80-592.20] 你还要花钱
[592.20-593.00] 你懂吗
[593.00-594.64] 就是你你做这个假
[594.64-597.08] 你是要花钱买流量买粉的
[597.08-600.88] 你要倒贴的倒贴瓢子呃在上市公司重组
[600.88-601.84] 你做拉手账的时候
[601.84-603.04] 你是要花钱的
[603.04-605.60] 你在这过程呃很多人吃马胃
[605.60-606.44] 甚至交税
[606.44-608.72] 你是要花很高的成本的
[608.72-610.40] 但是为什么还要做这件事情
[610.40-611.40] 它意义何在
[611.40-612.20] 明明是吃亏
[612.20-614.12] 为什么还要做
[614.12-615.92] 就是为了排名靠前
[615.92-616.52] 懂吗
[616.52-617.64] 排名靠前
[617.64-619.72] 我的利益不是在眼前
[619.72-622.60] 而是要走下一招棋
[623.00-624.80] 所以我们在网的推送
[624.80-626.24] 各个平台的推送
[626.24-628.12] 它是有算法的
[628.12-631.00] 当他看到你的这个流量这么大的时候
[631.00-634.00] 他推送就会把你往前排
[634.00-634.76] 懂吗
[634.76-636.92] 你就真的以假乱真
[636.92-638.16] 你就真的起来了
[638.16-640.16] 所以我们重组上市公司这么玩
[640.16-641.60] 绝对是不对的
[641.60-643.00] 是伤天害理的
[643.00-643.76] 明白吧
[643.76-649.12] 是呃对中国资本市场是有极其不好的影响的
[649.12-650.32] 但是为什么都这么做
[650.32-652.12] 因为每一个人都这么做
[653.00-653.92] 股份就开始这么做
[653.92-656.12] 那时候我还没有进入国家天安委
[656.12-657.04] 我还没入行呢
[657.04-658.00] 就这么做
[658.00-660.76] 只不过我是在这个过程中做的最漂亮的
[660.76-662.68] 就我买粉不从伊朗走
[662.68-663.76] 你查不出来
[663.76-666.40] 我买粉都是从真正的美国
[666.40-667.68] 加拿大澳洲走
[667.68-670.92] 你你你你根本没没办法证明我买粉
[670.92-671.36] 但是呢
[671.36-672.60] 就是蓝天股份
[672.60-675.24] 就是翟山英和王智安就直接从西伊朗
[675.24-677.88] 从什么圣巴尼斯什么那就是呃
[677.88-679.80] 还有不知道那个小名小岛过来
[679.80-681.60] 就拉拿普伦自杀那岛
[681.60-682.68] 那那有流量过来
[682.68-682.96] 所以就是这样的
[683.00-684.60] 这一下就穿帮了
[684.60-685.76] 要吃相谈谈看
[685.76-688.28] 所以我的说这个事不好
[688.28-688.76] 明白吧
[688.76-691.40] 不是说我有多好
[691.40-692.48] 这人不都这样吗
[692.48-694.24] 我现在上了岸了
[694.24-696.68] 那我就告诉你这这玩意里边有假
[696.68-697.80] 所以当然你可以说老汪
[697.80-699.32] 你他妈原来也不是个好东西
[699.32-700.76] 我操你也干这个事
[700.76-701.68] 没错
[701.68-703.12] 就我主打一个无耻
[703.12-704.68] 我这个频道主打一个真实
[704.68-707.32] 我从来没有说过是圣人吧
[707.32-708.48] 我从来没有说过
[708.48-712.68] 我王金周在资本市场上不是臭名昭著吧
[712.68-714.12] 我一直在说
[714.12-718.00] 我要当中国证监会主席才是真正称职的
[718.00-719.48] 原因不是我高尚吧
[719.48-722.00] 原因是我是独削昆沙对不对
[722.00-724.52] 我是不是一直这么说去翻回去翻是不是
[724.52-725.60] 而且我举例子
[725.60-727.28] 美国之所以有今天
[727.28-728.80] 美国华尔街之所以有今天
[728.80-732.48] 正是因为SEC第一任主席肯尼迪
[732.48-737.92] 是是他妈的臭名昭著的一盒资本那种人
[737.92-740.48] 是这种他妈的华尔街之狼
[740.48-742.48] 所以我去当证监会主席
[742.68-745.28] 你们想想谁能做假账
[745.28-747.48] 谁只要我查
[747.48-749.76] 那个个都给我站好
[749.76-752.12] 光着站好出去
[752.12-754.48] 给我装逼我操装逼饭一个一个拿下
[754.48-755.24] 为什么
[755.24-757.28] 因为我是装逼饭之祖
[757.28-758.80] 这就这么简单吗
[758.80-761.04] 这么简单的道理你们听不懂吗
[761.04-765.20] 所以中国人为什么不要给王志安和翟山英这种买流量
[765.20-767.20] 打掩护找理由为什么
[767.20-770.12] 我给你们讲一个特别简单的道理
[770.12-772.24] 就是中西方的文化区别
[772.24-774.64] 我出来之前我觉得中国人特别聪明
[774.64-779.88] 因为我出来之后发现西方社会到处都是漏洞
[779.88-782.28] 规矩到处都不严密
[782.28-783.24] 但是呢
[783.24-786.20] 这的人不去钻这个漏洞去好傻
[787.60-789.84] 为什么后来我恍然大悟
[789.84-792.64] 这个昂萨人的平均智商啊
[792.64-794.96] 如果是举个例子啊
[794.96-796.28] 如果是105的话
[796.28-798.76] 中国人的平均智商可能是120
[798.76-800.60] 可能啊就高啊
[800.60-801.60] 太贼了
[801.60-804.40] 这个脑子都没用到正地方
[804.40-805.72] 平均智商啊
[805.72-808.72] 那就相当于大家一起喝酒
[808.72-811.76] 我们每个人从家里边带一瓶酒
[811.76-812.92] 然后倒到大缸里
[812.92-814.08] 今天晚上我们开party
[814.08-816.16] 从缸里舀酒喝
[816.16-817.20] 中国人特别聪明
[817.20-818.68] 想着咱们这么多人
[818.68-820.40] 我呢带一瓶水
[820.40-821.32] 然后我倒进去
[821.32-823.40] 没有人知道全是聪明人
[823.40-824.96] 所以每个人带的都是水
[824.96-826.56] 最后大家晚上开party一喝
[826.56-828.56] 那是一缸水
[828.56-831.64] 这边呢昂萨人呢比较实在
[831.64-832.80] 或者说刘阿姨
[832.80-836.36] 刘阿姨讲话的这个武德尚在的
[836.36-837.92] 呃野蛮民族
[837.92-841.64] 呃雄风尚在的这个能打的民族
[841.64-842.52] 他都比较实在
[842.52-845.32] 那个脑子不用在这事上
[845.32-847.20] 所以呢带的真是酒
[847.20-848.60] 喂不住这里边也有带水的
[848.60-849.96] 但是这个比例特别小
[849.96-852.48] 所以大家喝的还是没酒
[852.48-853.60] 这就是中国的问题
[853.60-856.16] 就是为什么大家都吃了地沟油
[856.16-858.16] 都他妈卷卷成那个造型
[858.16-860.12] 根本就在这儿
[860.12-862.36] 互联网油管界
[862.36-865.44] 呃推特界以前还是比较干净的
[865.44-868.60] 因为早出来的这些人
[868.60-870.80] 嗯像文章老师他这些老华侨
[870.80-872.52] 他们没那么复杂
[872.52-874.56] 就是说白了就是傻呵呵的嘛
[874.56-876.88] 就是国内新新移民老说老老老
[876.88-878.68] 老移民傻呵呵的
[878.68-879.56] 都呆傻了
[879.56-882.24] 我们中国大发展的时代没没没赶上
[882.24-884.12] 对不对他他不会
[884.12-886.08] 然后这些新来的什么王志安呀
[886.08-887.60] 这些
[887.60-889.92] 宅小鸟他就带带着中国的那个
[889.92-892.56] 挟着风雷风雷之势他就来了
[892.56-896.36] 他就买买买粉的速度呃怦然而上
[896.36-897.64] 他不跟你玩硬桥硬马
[897.64-901.00] 这个他妈就等于往酒缸里边倒水
[901.00-902.80] 嗯一个两个行
[902.80-905.08] 但是如果人人都这么到
[905.08-907.08] 那谁硬桥硬马呀
[907.08-908.72] 好吧今天就是说说这么点了
[908.72-910.72] 以后王志安这事不提了
[910.72-912.28] 因为再提没意思了
[912.28-913.52] 这事也过去了
[913.52-915.00] 该说的都说完了
[915.00-917.56] 呃继续进入我们念信的周周期啊
[917.60-921.16] 呃您最近点评了王志安的无知者无畏
[921.16-924.40] 也在您的节目里谈到了王志安如何应对
[924.40-925.80] 应该如何应对
[925.80-928.88] 以及在西方文明中这是一个难以接受的错误
[928.88-933.64] 那么您能否就这些细节中的中西方思想观念上的差异
[933.64-935.04] 详细的谈一谈
[935.04-938.52] 您原原来也在您过往的节目中谈到过小费
[938.52-940.56] 谈到过一些细节性的差异
[940.56-943.68] 那么能再具体的多聊一点这方面的内容吗
[943.68-946.84] 呃因为没有长久的时间待在国外
[946.84-947.44] 呃
[947.60-950.28] 虽然短暂的游玩是无法窥视到这些精髓的
[950.28-952.20] 尤其是一些微不足道的细节
[952.20-953.88] 还希望您能够多谈一点
[953.88-957.08] 作为呃提前为您送上新年的祝福
[957.08-960.68] 预测当天您的邮箱必定爆满龙联吉祥
[960.68-964.96] 林先生林呃林先生那个谢谢你啊
[964.96-966.28] 谢谢你祝我新年快乐
[966.28-970.36] 也祝林先生及我的观众提前祝你们新年快乐啊
[970.36-974.96] 呃王志安呃我们嗯就是为什么大家
[974.96-976.84] 大家能看出来我从底色上
[976.84-979.72] 我是不喜欢他
[979.72-983.04] 就我绝不是一个爱王志安或者喜欢欣赏他的
[983.04-986.36] 跟我我骂老五月和我骂刘阿姨是不一样的
[986.36-988.08] 你看我骂刘仲敬
[988.08-990.24] 我实际上是非常尊重他的
[990.24-993.44] 而且我一直承认我是刘仲敬的忠实粉丝
[993.44-995.28] 呃老五月就更是了插坑打昏的
[995.28-996.00] 但是呢
[996.00-999.04] 彼此之间的尊重是溢于言表的
[999.04-1001.60] 但是像翟王这样的呢
[1001.60-1003.68] 我心里边是瞧不起他们的
[1003.68-1005.52] 为什么咱们老北京话讲叫跌份儿
[1005.52-1006.80] 为什么咱们老北京话讲叫跌份儿
[1006.84-1008.64] 为什么呢
[1008.64-1011.08] 就是因为我不知道你原来是谁
[1011.08-1014.12] 但是我听说你讲铁链女这个事儿的时候
[1014.12-1015.84] 一下我就跟你们这么讲吧
[1015.84-1017.24] 呃国内的林先生啊
[1017.24-1020.20] 就是铁链女这一个话题
[1020.20-1023.60] 如果他是个西方的呃调查记者的话
[1023.60-1025.04] 就这一个话题他就臭大街
[1025.04-1027.12] 他这一辈子翻不了身了
[1027.12-1028.56] 呃国内的人可能不理解
[1028.56-1029.32] 包括小冬啊
[1029.32-1031.52] 徐晓冬他很耿直人很好
[1031.52-1034.96] 他都在为王志安铁链女这事儿呃在粉饰
[1034.96-1036.24] 在在遮遮掩
[1036.24-1036.84] 就是为什么呢
[1036.84-1040.44] 因为呃这种对女人和弱势群体的保护
[1040.44-1044.08] 在西方国家呃在普世价值里面
[1044.08-1046.52] 这个是一个呃就是这么讲
[1046.52-1047.52] 什么叫政治正确
[1047.52-1049.72] 政治正确绝不是言论自由
[1049.72-1052.40] 就是你根本不能提公开场合
[1052.40-1055.44] 当然你私下场合你骂骂你老婆很正常
[1055.44-1057.76] 两个男人互相之间骂老婆
[1057.76-1060.56] 这个只要不是公开场合这是可以的
[1060.56-1062.40] 这不是双标
[1062.40-1064.92] 西方社会是什么样的
[1064.92-1066.28] 我呢
[1066.28-1067.40] 毕竟是一个第一代
[1067.40-1068.68] 我看着第二代长大了
[1068.68-1069.48] 我就特别理解
[1069.48-1070.16] 我跟你们讲
[1070.16-1071.56] 你们不爱听细节吗
[1071.56-1072.36] 爱听小故事吗
[1072.36-1073.44] 我给你讲我女儿啊
[1073.44-1075.76] 我大闺女已经长大成人了
[1075.76-1077.28] 那他们长大的过程中
[1077.28-1078.96] 他班里边呢
[1078.96-1081.68] 呃就有亚裔有白人
[1081.68-1085.80] 有黑人有一个黑人
[1085.80-1089.84] 那黑人小伙子叫丹米丹米长得特别高大健壮
[1089.84-1092.68] 丹米呢就经常跟他开玩笑
[1092.68-1095.68] 你能告诉我这个词中文是什么呀
[1096.28-1100.40] 这是黑人小同学跟他的那个发小
[1100.40-1104.12] 呃我女儿华人问的原话
[1104.12-1106.00] 而且他经常这么开玩笑
[1106.00-1107.84] 因为他知道那是尼格
[1107.84-1109.00] 那是那个
[1109.00-1110.00] 那个
[1110.00-1111.84] 所以他就故意让我跟你说
[1111.84-1114.24] 然后我跟你就就特别不好意思说
[1114.24-1116.72] 你都知道你还挖坑埋我
[1116.72-1118.92] 就是你看他们在私下里
[1118.92-1121.20] 他们是不在乎的
[1121.20-1121.96] 他们不在乎
[1121.96-1123.60] 而且而且我告诉你吗
[1123.60-1125.68] 告诉你们秘密啊
[1125.68-1128.76] 大章伟有一首歌叫阳光彩虹小白马
[1128.76-1130.16] 好像是这么一个儿歌
[1130.16-1133.60] 那个那个那个那个那个那个
[1133.60-1136.92] 所有的这边的黑人都知道大章伟那首歌
[1136.92-1138.40] 而且会唱
[1138.40-1139.92] 而且他们也在唱那首歌
[1139.92-1141.44] 经常那个那个那个
[1141.44-1145.20] 阳光呃白云小白马彩虹小白马
[1145.20-1149.16] 就是他们其实私下里并不是玻璃心
[1149.16-1150.64] 黑人不是玻璃心
[1150.64-1153.68] 但是在公开场合绝不会开这种玩笑
[1153.68-1154.16] 这叫什么
[1154.16-1155.56] 这叫教养你
[1155.68-1156.72] 你能说这叫虚伪吗
[1156.72-1157.72] 这不叫虚伪
[1157.72-1159.36] 这叫涵养啊
[1159.36-1164.32] 关上门来说的和和呃和公开场合说的说话不一样
[1164.32-1165.56] 用词甚至都不一样
[1165.56-1169.44] 这不是这这是任何一个人类社会的共性
[1169.44-1170.72] 中国不也是吗
[1170.72-1172.76] 好多你哥哥们关上门来
[1172.76-1174.84] 你你们是不是都关上门骂骂习近平
[1174.84-1175.92] 你别以为我不知道
[1175.92-1177.00] 你们开上门开开门
[1177.00-1178.20] 你们敢说吗
[1178.20-1180.36] 网上不有些上上海小哥啊
[1180.36-1183.44] 穿个大裤衩子在那摇扇子说一口上海话
[1183.44-1184.36] 然后说你你你你对上海人员说一口上海话
[1184.36-1184.56] 然后说你你你你对上海人员说一口上海话
[1185.68-1188.04] 人说普通话不说上海话
[1188.04-1190.44] 上海人这个城市越来越多外地人什么想法
[1190.44-1191.20] 哎呀
[1191.20-1192.40] 那个外地人太讨厌了
[1192.40-1193.64] 然后然后说啊
[1193.64-1195.40] 上电视了跑回家
[1195.40-1196.00] 咚咚咚咚
[1196.00-1198.36] 出来穿繁花状西装出来了
[1198.36-1200.56] 你一口地自正腔圆的普通话
[1200.56-1203.56] 我们上海是个开放的城市包容的城市
[1203.56-1207.60] 我们希望全国各地的人都都来我们上海生活工作和旅游
[1208.76-1210.32] 都是一样的
[1210.32-1213.68] 不要把东西方想的那么不一样
[1213.68-1215.32] 只不过这边呢
[1215.32-1215.68] 这边
[1215.68-1216.00] 是什么
[1216.00-1218.08] 它是多种族
[1218.08-1218.88] 它跟中国不一样
[1218.88-1220.08] 中国是单种族
[1220.08-1222.32] 中国基本上叫多民族
[1222.32-1223.96] 但是几乎是单种族
[1223.96-1225.32] 白人特别少
[1225.32-1226.04] 这边是什么
[1226.04-1227.28] 这边是多种族
[1227.28-1232.20] 就在一个班里都傻傻的都有多种族的文明交织碰撞在一起的时候
[1232.20-1234.72] 他也形成一些约定俗俗成
[1234.72-1236.44] 什么不能提什么能提
[1236.44-1237.80] 就比如说女性
[1239.28-1240.28] 放在优先
[1240.28-1242.24] 孩子放在优先
[1242.24-1243.56] 狗放在优先
[1243.56-1245.56] 对狗比男人强
[1245.68-1250.48] 狗在西方的社会地位是比男性像我们这样壮男
[1250.48-1252.56] 就是拍到最后
[1252.56-1256.40] 这就是西方这个主流所谓西方主流文化
[1256.40-1257.68] 它的次序
[1257.68-1260.00] 就是比如说咱们这个船要沉了
[1260.00-1262.56] 谁先上救生艇
[1262.56-1264.32] 我们这样最后上
[1264.32-1267.52] 女人小孩老人甚至是狗
[1267.52-1268.68] 然后是男人
[1269.96-1270.80] 最后是船长
[1270.80-1271.84] 最后一个是船长
[1272.84-1275.24] 所以这个在中国就是正好相反嘛
[1275.24-1278.08] 就是领导先走领导先走对不对
[1278.08-1282.32] 还有啊就是白人和亚裔之间也互相开玩笑
