[3.18-4.08] 哈喽大家好
[145.18-147.46] 那光线就有点不好
[147.46-149.62] 所以很多关心我的网友问我说
[149.62-151.70] 老王你最近是不是性生活太频繁
[152.18-153.02] 能不能休息一下
[153.02-155.18] 脸都发黑了
[155.18-156.06] 我给大家解释一下
[156.06-157.38] 第一是光线不好
[157.38-158.38] 车里面特别黑
[158.38-160.66] 第二就是我最近前几天
[160.66-164.62] 我最近不是偶像包袱比较重吗
[164.62-165.50] 我在减肥
[165.50-166.82] 我减肥了
[166.82-168.22] 从昨天倒计时
[168.22-170.50] 我减肥了第三天
[170.50-171.66] 确实气色不行
[171.66-173.94] 跟不上一个小时根本撑不住了
[173.94-176.30] 所以我就说完了以后
[176.30-179.30] 我昨天在路上大家聊了四五十分钟天以后
[179.30-180.26] 我下了车以后
[180.26-181.74] 饿得我前胸贴后背
[181.74-183.30] 我早餐吃了一个鸡蛋
[183.30-185.54] 喝了一杯热水
[185.54-187.98] 然后吃了一点紫薯
[187.98-188.66] 吃了一点点
[188.66-189.98] 大概100克紫薯
[189.98-191.50] 哎呦就是中午没招
[191.50-193.82] 只好在驴排薯条点了一大碗
[193.82-197.06] 一大份老外的好吃的东西
[197.06-197.94] 不健康的东西
[197.94-199.14] 又喝了一大杯啤酒
[199.14-200.30] 这才缓过的神来
[200.30-201.90] 脸才红扑扑的
[201.90-203.70] 所以这样吧
[203.70-204.22] 不减了
[204.22-205.06] 减啥减啊
[205.06-205.70] 顺其自然吧
[205.70-207.38] 健康第一也都这么大岁数了
[207.38-209.86] 过了春节
[209.86-211.70] 我就虚岁50了
[211.74-213.22] 年近半百
[213.22-214.90] 说起来还真是挺悲哀
[214.90-216.06] 在我的心里边
[216.06-219.14] 我总觉得我今年33、34岁
[219.14-220.14] 最多35
[220.14-221.74] 我不知道你们观众朋友
[221.74-222.26] 跟我同龄人
[222.26-222.90] 你们有没有感觉
[222.90-224.14] 因为总觉得自己
[224.14-224.86] 35、6岁
[224.86-227.22] 总觉得今年是2004年
[227.22-228.70] 最多2005年
[228.70-230.98] 怎么会2024年了呢
[230.98-232.82] 天哪那20年都去哪了
[232.82-234.18] 然后再看着自己身边的孩子
[234.18-236.42] 长得这么大了
[236.42-238.22] 大女儿都比妈妈高了
[238.22-238.58] 哎呀
[238.58-240.22] 我的小儿子都
[240.22-241.74] 现在都经常能教育我了
[241.74-244.94] 经常用慈爱的眼光看着爸爸
[244.94-246.14] 告诉爸爸
[246.14-246.86] 应该这么做
[246.86-247.50] 不应该那么做了
[247.50-249.22] 真的是时光荏苒
[249.22-250.14] 感慨良多
[250.14-252.42] 有一个推特上的大神
[252.42-256.62] 因为我这两天不是迷一样追王志安吗
[256.62-259.58] 就是大家不要把我想成一个职业主播
[259.58-260.42] 我不是职业主播
[260.42-262.10] 我真的就是温哥华退休老头
[262.10-264.26] 我的价值就在于
[264.26-265.82] 我的在中国的阅历呢
[265.82-269.78] 是可以用略有传奇色彩
[269.78-271.34] 这样几个这样一段小字
[271.74-273.18] 来备注
[273.18-274.30] 真的是
[274.30-278.10] 在我人生的前35年的经历中
[278.10-279.94] 尤其是大学毕业到35岁
[279.94-281.78] 这12年的经历中
[281.78-283.94] 我经历了中国改革开放
[283.94-285.22] 最波澜壮阔的场景
[285.22-287.06] 而且我运气非常好
[287.06-289.26] 我就是那个在风口上的猪
[289.26-291.26] 在电梯里做俯卧撑的人
[291.26-294.78] 所以我的成就和我的成功
[294.78-297.02] 其实归功于那个时代
[297.02-298.22] 但是很有幸
[298.22-299.50] 我全程参与了那个时代
[299.50-301.50] 并且我带入了自己
[301.74-305.46] 我以为跟我的努力也是有关系的
[305.46-306.90] 所以我就非常有自信
[306.90-309.02] over confidence
[309.02-310.58] 就愿意跟大家出来分享
[310.58-314.10] 因为回国绝望了
[314.10-315.78] 大家肯定会很纳闷
[315.78-317.10] 就是为什么你早不出来说
[317.10-319.06] 为什么12年就变成加拿大人了
[319.06-322.50] 然后你到24年这才出来
[322.50-324.14] 中间隔了12年
[324.14-325.66] 就是我实话实说
[325.66-327.70] 我还是有希望回去
[327.70-328.98] 因为我毕竟年轻了
[328.98-330.38] 没有老到动不了
[330.38-331.30] 真正绝望
[331.74-334.74] 就是今上原形毕露之后
[334.74-336.30] 就真正真的是绝望
[336.30-340.30] 因为我毕竟是做财经金融工作的
[340.30-341.98] 而且是在资本市场
[341.98-346.34] 财经金融领域的皇冠这个领域
[346.34-347.66] 做资本运作这个领域
[347.66-352.06] 所以看着可以说是比较靠前
[352.06-354.02] 对于中国未来的经济发展
[354.02-357.38] 对于中国未来的国运走势
[357.38-359.62] 就不多说了
[359.62-360.78] 多说了
[360.78-361.58] 会给大家发现了
[361.58-363.18] 他犯卖焦虑
[363.18-366.70] 所以我就用这句话来形容
[366.70-367.58] 就是人之将死
[367.58-368.78] 其言也善
[368.78-369.86] 虽然我肉体上未死
[369.86-371.50] 但我职业生涯已死
[371.50-372.90] 所以我其言皆善
[372.90-374.10] 这个你们不用怀疑
[374.10-375.26] 什么不用阴谋论
[375.26-377.06] 还带着脑子想一想
[377.06-378.98] 老王是不是要割韭菜
[378.98-379.86] 带出去的钱不够
[379.86-380.90] 要割韭菜
[380.90-381.98] 那你们想多了
[381.98-384.34] 我还不至于割你们这俩韭菜
[384.34-386.06] 就是聊聊天吧
[386.06-388.02] 我也不知道我有什么目的
[388.02-390.42] 就是真的是没有目的
[390.42-391.38] 身体还好
[391.38-392.18] 时间还多
[392.18-395.06] 但是专业已经不再可能
[395.06-398.54] 再反身投入华尔街又高不成地不就
[398.54-401.86] 这个年龄也学不会人家这边的西方的圈子
[401.86-403.82] 也很难说真的融进去
[403.82-406.02] 西方的这个美国的资本上圈子
[406.02-407.66] 那就做一个看客聊一聊
[407.66-409.02] 跟大家聊聊天
[409.02-411.22] 尽我所能的去影响一些人
[411.22-412.78] 这是我的初衷吧
[412.78-415.30] 或者说我现在的正在努力的东西
[415.30-416.30] 所以大家调侃我呢
[416.30-418.54] 我也很乐的去建门
[418.54-421.38] 有一个小哥河北滑头大老王
[421.38-422.78] 指点江山比较忙
[422.78-424.10] 财经数数房中数
[424.10-426.26] 注解文明我最强
[426.26-427.78] 编排老王你第一
[427.78-428.98] 你最强
[428.98-430.06] 真的有才
[430.06-432.82] 我这些网友这小子肯定是期期看我的视频
[432.82-435.50] 他才能对我进行如此这形象的总结
[435.50-436.54] 令我积极赞叹
[436.54-437.58] 说得好
[437.58-439.86] 河北河北牙缝王
[439.86-441.66] 敲鼓吸髓王
[441.66-444.10] 地下经费王
[444.10-445.74] 共党代言王
[445.74-448.14] 这个法轮大法王
[448.14-450.30] 这个摧残菊花王
[450.30-452.78] 男女通吃人妖王
[452.78-454.50] 这都是我帽子
[454.50-455.50] 我现在帽子越来越多了
[455.50-458.02] 我已经都不知道哪天出来戴哪一顶了
[458.02-460.18] 大家喜欢哪一顶给我扣上去就得了
[460.18-466.98] 昨天这几天沉浸在王菊智安的新闻事件里面
[466.98-467.58] 不能自拔
[467.58-470.98] 这就是我平时的退休老头不就这点事吗
[470.98-471.98] 又没什么国际大事
[471.98-472.74] 就是台湾大选
[472.74-474.78] 台湾大选刚才落定
[474.78-476.34] 这其实没啥不好看的
[476.34-477.94] 这次台湾大选一点悬念都没有
[477.94-479.58] 然后窜出来了一个王志安
[479.58-479.90] 嘿
[479.90-480.30] 这事好
[480.30-481.26] 这事好玩
[481.26-482.02] 看
[482.02-484.46] 那你说我是蹭王志安吗
[484.46-485.46] 其实也不是
[485.46-486.94] 有好多王志安的铁粉说
[486.94-488.14] 你也配
[488.14-489.10] 点评王志安
[489.10-491.14] 呵呵呵呵呵
[491.14-494.02] 那我问你我我配不配点评习近平啊
[494.02-495.90] 我还经常点评习近平呢
[495.90-497.30] 如果我点评习近平
[497.30-499.38] 从来没有人说老王你也配
[499.38-501.46] 为什么点评习近平
[501.46-502.70] 你们都不说你也配
[502.70-504.98] 点评王志安反而就是不配了呢
[504.98-506.42] 我不知道从哪个角度
[506.42-509.22] 王志安在你们心里面都是不配点评的人
[509.22-509.90] 就是
[509.90-511.22] 那谁配呀
[511.22-512.06] 那就是
[512.06-513.42] 我觉得
[513.42-515.46] 我们的偶像包袱没有那么强吧
[515.46-516.66] 王志安也不敢说
[516.66-517.10] 呃
[517.10-518.22] 王靖州你不配点评我吗
[518.22-519.58] 就是
[519.58-522.18] 我认为每一个人都可以点评另一个人
[522.18-523.14] 这叫自媒体
[523.14-523.90] 我想说什么
[523.90-524.54] 我爱说什么
[524.54-525.74] 那是我的事
[525.74-527.22] 我配不配点评王志安
[527.22-529.22] 不是你来衡量的
[529.22-530.74] 是把我自己来衡量的
[530.74-531.06] 呃
[531.06-533.66] 因为如果我这个频道真实都不真实了
[533.66-534.06] 呃
[534.06-535.78] 都是开始顺着你们说了
[535.78-536.82] 然后你们想听什么
[536.82-537.78] 老王在在讲什么
[537.78-538.98] 那你就别在我这看了
[538.98-539.50] 我也
[539.50-540.38] 不干了这事
[540.38-540.90] 没意思
[541.62-542.46] 然后呢
[542.46-542.74] 呃
[542.74-543.82] 还有一些呃
[543.82-546.62] 哥们问我老王你这个设备是什么啊
[546.62-547.54] 我今天
[547.54-548.86] 给你们认真解释一下
[548.86-549.86] 我有两套麦克风
[549.86-550.22] 呃
[550.22-551.18] 这个是其中一套
[551.18-552.34] 这这是我呃
[552.34-553.66] 买的这个最贵的设备
[553.66-555.50] 这是RODE的那个
[555.50-556.86] 我在亚马逊上买的
[556.86-557.14] 呃
[557.14-559.38] 其中一这边这个差带带缝带线
[559.38-560.58] 这是插在手机上的
[560.58-562.18] 然后这个是加在呃
[562.18-563.38] 衣服上的
[563.38-564.14] 这个呢
[564.14-564.62] 呃
[564.62-566.90] 不好的地方好的地方就待机时间特别长
[566.90-567.66] 不好的地方呢
[567.66-569.26] 就是他需要一个APP
[569.26-569.42] 呃
[569.50-571.98] 就是RAW的这个麦克风RODE还是RAW的
[571.98-573.06] RODE麦克风啊
[573.06-574.94] 就是他自己有一个APP
[574.94-575.38] 呃
[575.38-577.58] 就是安装起来稍微略飞适
[577.58-580.94] 然后还有一个就是令我得了那个缺电综合症的
[580.94-581.10] 呃
[581.10-581.54] 是这个
[581.54-583.46] 这是我国内的朋友从呃
[583.46-584.82] 从国内给我带过来的
[584.82-585.10] 呃
[585.10-586.70] 我也不知道这个是什么牌子
[586.70-587.26] 没写
[587.26-588.74] 就是一个很简单
[588.74-590.38] 这个东西往手机上一插
[590.38-591.38] 这个就是往
[591.38-592.30] 衣服上一加
[592.30-593.86] 任何APP都不不需要
[593.86-594.78] 即插即用
[594.78-595.58] 特别方便
[595.58-596.78] 而且特别轻巧
[596.78-597.06] 呃
[597.06-597.78] 唯一的问题呢
[597.78-599.26] 就是待机时间短点
[599.26-601.82] 我估计现在我侵测大概两个小时吧
[601.82-602.38] 待机时间
[602.38-603.90] 所以有时候我第一天录完了
[603.90-605.86] 第二天我又忘了充电就不行
[605.86-606.46] 呃
[606.46-608.42] 因为我有的时候白话时间长
[608.42-610.34] 一样四五十分钟一个多小时没电了
[610.34-610.90] 我不知道
[610.90-612.38] 我在中间还在那说呢
[612.38-612.62] 呃
[612.62-614.22] 而且他没有一个推荐提醒
[614.22-615.74] 这就是我的两个麦克风
[615.74-617.54] 然后我的录像设备特别简单
[617.54-618.34] 就是手机
[618.34-619.14] 就是iPhone
[619.14-621.34] 我此时此刻录我的呃
[621.34-622.42] 自己的就是iPhone
[622.42-624.06] 我就是这是我所有的设备啊
[624.06-624.78] 不是所有设备
[624.78-626.30] 还有一个那个圣母光圈灯
[626.30-626.70] 呃
[626.70-628.46] 那个也是我从亚马逊买的
[628.46-629.02] 40多
[629.02-629.06] 加上
[629.06-629.90] 加币
[629.90-630.14] 呃
[630.14-630.90] 就是有一个圈
[630.90-632.30] 然后中间有个加手机的夹子
[632.30-633.34] 底下是个三脚架
[633.34-633.46] 啊
[633.46-634.14] 质量挺好的
[634.14-634.90] 我一直在用
[634.90-635.42] 嗯
[635.42-636.26] 在船上我也是
[636.26-637.50] 但是他三脚架可以收起来
[637.50-639.46] 所以在船上我也在用这个
[639.46-639.82] 呃
[639.82-640.78] 这个就是我所有的设备
[640.78-641.46] 就这三样
[641.46-642.66] 然后我用家里的电脑
[642.66-644.18] 把它稍微的剪辑一下
[644.18-645.06] 剪辑的软件
[645.06-646.54] 我用的是CAPCUT
[646.54-648.02] CAPCUT
[648.02-648.90] 是CAPCUT
[648.90-649.70] CAPCUT
[649.70-649.94] 呃
[649.94-650.78] 是一个英语的
[650.78-651.42] 英文的软件
[651.42-652.94] 它的好处是
[652.94-653.78] 特别快
[653.78-655.38] 那个呃
[655.38-656.86] 缓存什么的占用的特别低
[656.86-658.10] 内存占给特别低
[658.10-660.14] 轻轻松松的就效率很高
[660.14-663.14] 就是它软件运行对于系统资源占用的效率很高
[663.14-664.34] 因为我的电脑并不是很好
[664.34-666.78] 就是我平时买了好多年的一个普通电脑
[666.78-669.18] 只有256G的那个硬盘
[669.18-671.02] 所以我不能用呃
[671.02-672.54] 占用资源太多的呃
[672.54-672.86] 软件
[672.86-673.70] 比如剪硬
[673.70-674.58] 我也买了VIP
[674.58-675.54] 但是剪硬我就不用了
[675.54-677.54] 因为当我的呃
[677.54-679.62] V6时长一旦超过一个小时15分钟的时候
[679.62-680.66] 剪硬剪不完
[680.66-682.14] 就会出现溢出现象
[682.14-684.94] 在我的电脑中会显示内存不够
[684.94-685.58] 呃这个溢出
[685.58-688.34] 因为我的电脑内存大概是16个G吧
[688.34-689.14] 它就会不够
[689.14-689.90] 但是开不开它
[689.90-690.90] 你就是两个小时三个小时
[690.90-692.50] 它从来不会显示内存不够
[692.50-692.82] 呃
[692.82-694.18] 它但是它的问题是什么呢
[694.18-695.94] 它的问题是第一嗯
[695.94-697.74] 没有那个语音自动识别
[697.74-699.34] 就是我就不能做字幕了
[699.34-699.62] 呃
[699.62-700.30] 第二呢
[700.30-700.74] 呃
[700.74-702.42] 它的问题是呃
[702.42-704.54] 它的中文字体特别的少
[704.54-706.10] 它英文字体特别的丰富
[706.10-707.34] 日文韩文都丰富
[707.34-708.82] 没有中文字体
[708.82-709.70] 开不开的问题
[709.70-710.46] 免费软件
[710.46-711.98] 我想花钱你就没有地方
[711.98-713.74] 我都找不着付费的地方
[713.74-714.02] 呃
[714.02-714.78] 这是一个
[714.78-715.50] 我现在的设备
[715.50-717.02] 而且我现在用起来非常方便
[717.02-718.02] 非常爽
[718.02-719.70] 然后今天就继续跟大家呃
[719.70-720.18] 瞎扯淡
[720.18-721.26] 就是呃
[721.26-722.66] 说王志安这个道歉视频
[722.66-724.06] 我看完了之后啊
[724.06-724.62] 呃
[724.62-726.50] 我觉得王志安挺可悲的
[726.50-726.66] 呃
[726.66-728.26] 大家是有没有设身处地的想一想
[728.26-730.74] 一个1968年出生的这样的一个状态
[730.74-731.90] 他可能出生于农家
[731.90-733.38] 然后一步一步打拼到北京
[733.38-735.30] 在央视做临时工也好
[735.30-736.22] 做什么也好
[736.22-736.82] 合同工也好
[736.82-738.10] 这么一步一步走过来
[738.10-738.30] 呃
[738.30-739.46] 到今天啊
[739.46-741.82] 你看他过的是一个什么样的人生啊
[741.82-742.02] 呃
[742.02-743.34] 他没有家庭
[743.34-743.50] 呃
[743.50-744.18] 有没有孩子
[744.18-745.26] 好像是不是也没有孩子
[745.26-748.46] 没有没有看到他人生中有家庭的痕迹啊
[748.46-753.90] 然后他似乎也没有什么安居的居所
[753.90-755.70] 他的人生是残缺的
[755.70-756.70] 是不完整的
[756.70-758.78] 他生活在一个泡沫里
[758.78-760.78] 他给自己编织的泡泡里
[760.78-762.26] 一个像我这样的年龄
[762.26-763.62] 甚至比我大七岁
[763.62-765.82] 六岁的这样一个男士的话
[765.82-768.46] 其实是一个很糟糕的年龄状态
[768.46-770.34] 就是我们这个年龄好尴尬
[770.34-772.58] 这应该已经安稳下来才对
[772.58-773.90] 但是如果没有家
[773.90-774.14] 呃
[774.14-775.38] 没有子嗣
[775.38-776.46] 没有孩子
[776.46-776.78] 呃
[776.78-778.78] 没有一个贴心的另一半
[778.78-779.06] 呃
[779.06-779.86] 那怎么办呢
[779.86-783.54] 就是就只能用工作来麻醉自己啊
[783.54-783.86] 还好
[783.86-785.78] 我们中国文化里边有一个特别变态的地方
[785.78-787.30] 就是强调中国呃
[787.30-788.62] 强调工作呃
[788.62-789.50] 似乎工作啊
[789.50-793.42] 是社会价值的超过了人的这个家庭价值很多
[793.42-793.86] 所以呢
[793.86-797.94] 他可能就不自觉的走到这样一个漩涡里而难以自拔
[797.94-798.78] 走投无路
[798.78-799.02] 呃
[799.02-800.06] 去了日本
[800.06-803.62] 然后短短两年时间做出来了一百万的大V这么一个频道
[803.62-803.86] YouTube频道
[803.86-806.86] 然后每个月有十万美元收入
[806.86-809.02] 多多少少他是缓过来了一口气
[809.02-809.46] 甚至呢
[809.46-810.42] 有可能呢
[810.42-811.46] 就有点飘了
[811.46-815.50] 就是他把幻影幻觉中的这个互联网上的这种呃
[815.50-818.38] 所谓的人多势众这种大V当成现实
[818.38-819.14] 呃
[819.14-823.02] 恕我直言互联网上百万大V在现实生活中
[823.02-824.70] 你还真有可能啥都不是
[824.70-827.26] 你觉得你英雄无敌
[827.26-829.46] 但是你在现实生活中
[829.46-829.78] 哎呀
[829.78-832.26] 真的是他是两个世界
[832.26-832.82] 呃
[832.82-833.78] 别人是在玩
[833.78-834.50] 互联网
[834.50-837.34] 但是王志安很可能是在被互联网玩
[837.34-837.54] 呃
[837.54-839.78] 他很可能处于一个每天不打开电脑
[839.78-841.02] 看着他那个频道
[841.02-844.58] 他就无法面对他人生的现实的这么一个窘境
[844.58-844.82] 呃
[844.82-845.98] 陷进去的那种状态
[845.98-849.50] 沉浸在那个大V的那种珊瑚万岁的那种
[849.50-851.02] 对自己的粉丝的那种哎呦
[851.02-853.30] 那种精神领袖的这种状态
[853.30-855.50] 他一方面在谴责邪教
[855.50-855.70] 呃
[855.70-857.98] 但是他另一方面也形成了邪教
[857.98-861.14] 就是你活成了你最恨的人
[861.14-863.66] 那王志安在享受这种光环的时候
[863.66-865.06] 忘记了现实
[865.06-865.70] 呃
[865.70-867.42] 变得极其的勇敢
[867.42-869.58] 极其的不知敬畏啊
[869.58-871.70] 这个词被习近平给用用烂了
[871.70-873.54] 在他挑战呃
[873.54-875.58] 现实世界的过程中呢
[875.58-876.78] 就会选错对象
[876.78-877.18] 呃
[877.18-878.38] 民进党真的是共产党吗
[878.38-879.14] 为什么
[879.14-881.10] 就是你要不要那么情绪化了
[881.10-881.46] 哎呦
[881.46-882.70] 那个摇滚青年范儿是吧
[882.70-884.46] 就是邪教就是邪教打打打就是邪教
[884.46-887.18] 操就是共产党就是呃
[887.18-887.74] 不为什么
[887.74-890.10] 如果他真的是共产党王志安能走吗
[890.10-891.62] 和王志安能离开吗
[891.62-892.10] 呃
[892.10-893.34] 如果他真的是共产党的话
[893.34-895.78] 王志安能获得入境台湾的签证吗
[895.78-895.94] 呃
[895.94-896.90] 王志安敢去吗
[896.90-897.38] 换句话说
[897.38-899.58] 王志安敢这样去叫嚣
[899.58-899.70] 哎
[899.70-900.42] 是不是有点冒失
[900.42-901.58] 究竟是勇敢还是冒失
[901.58-903.14] 我们还是给观众留白吧
[903.14-903.74] 呃
[903.74-905.10] 反正我肯定不干这事
[905.10-906.34] 而不是我是大滑头啊
[906.34-909.94] 就是我没有自信到我一眼识破法轮功的控制
[909.94-910.82] 我看不懂
[910.82-912.06] 就是他已经超过了我的
[912.06-913.86] 他首先不是一个领域的
[913.86-914.54] 你比如我这个领域
[914.54-915.46] 比如说隋广义
[915.46-917.30] 我都就这个我都不想说了
[917.30-918.42] 我都不惜的说了
[918.42-919.22] 说他个屁呀
[919.22-922.18] 就是隋广义连翟山英一个脚趾头都不如
[922.18-922.94] 你别看他做的大
[922.94-923.46] 那做的大
[923.46-924.46] 那是因为傻逼多
[925.46-926.58] 傻逼的这个是
[926.58-927.54] 他是个金丝塔构成
[927.54-928.38] 在这个世界上
[928.38-930.46] 所以你你还真是你的粉丝多
[930.46-931.50] 你的佣等多
[931.50-932.54] 不一定是你的高
[932.54-934.46] 那在这有个有可能正好相反
[934.46-935.94] 你你想想是不是这个道理
[935.94-937.70] 共产党为什么能击败国民党啊
[937.70-940.38] 国民党为什么能击败他们的这个北伐成功啊
[940.38-941.54] 那能击败北洋政府啊
[941.54-944.06] 那那不是都是往从下往上打吗
[944.06-947.86] 所以这个隋广义我可以聊
[947.86-949.18] 金融我可以聊
[949.18-950.14] 法轮功啊
[950.14-950.86] 什么民进党
[950.86-952.22] 台湾民主政治
[952.22-954.78] 除非我自己在台湾生活了一年以上
[954.78-956.74] 我精深参与了台湾民主政治
[956.74-957.78] 我我敢聊
[957.78-959.06] 否则的话可千万别聊
[959.06-960.34] 因为这个不是你懂的
[960.34-962.38] 你不要去
[962.38-963.22] 什么都是专家
[963.22-965.86] 这个是有所聊有所不了
[965.86-967.50] 我可不是注解文明
[967.50-968.38] 我最强啊
[968.38-970.86] 我最多也就是财经数数房中数
[970.86-976.46] 所以王志安他其实是把他这个虚拟的这个现实中的这个实力
[976.46-978.14] 化化成了错误的理解成了
[978.14-979.14] 他在真实世界中
[979.14-979.78] 实力
[979.78-985.26] 如果他想拿虚拟现实中的实力实力去碰真实世界的话
[985.26-986.22] 现在就是他的下场
[986.22-987.18] 而且他刚刚开始
[987.18-988.54] 这还没有到二十四个小时
[988.54-991.10] 就是他道歉到现在还没有二十四个小时
[991.10-992.06] 在大家一步一步看吧
[992.06-994.18] 活俘获
[994.18-995.02] 不沾自知啊
[995.02-996.30] 这个东西都不用善意者不占
[996.30-998.26] 不用占社会知道吗
[998.26-1000.54] 任何一个社会都是社会民主社会也好
[1000.54-1001.42] 独裁社会好
[1001.42-1004.38] 首先他是社会社会就是很多人在一起
[1004.38-1006.50] 你首先要学会和人相处
[1006.50-1009.10] 其次才能在虚拟世界上发挥出能力
[1009.14-1010.22] 成王成霸
[1010.22-1012.02] 你他妈在虚拟世界就是个Ping
[1012.02-1013.82] 在现实世界有什么用呢
[1013.82-1014.58] 耳机一摘
[1014.58-1016.02] 这个摄像头一关
[1016.02-1017.26] 你是不是得出去吃饭呀
[1017.26-1017.74] 不是真的
[1017.74-1020.58] 这是我的第一反应的真实感觉
[1020.58-1022.86] 因为我没有看出来这个道歉有什么诚意
[1022.86-1024.98] 这个道歉更像是犟嘴
[1024.98-1028.86] 真的很像是小时候打架打输了
[1028.86-1031.86] 然后老师命令你道歉
[1031.86-1032.50] 然后呢
[1032.50-1036.74] 你就站在那儿不情不怨的弄了一个
[1036.74-1038.98] 你认为其实这个不算道歉
[1039.14-1042.46] 其实这个是继续反抗
[1042.46-1043.54] 只不过是被摁住了
[1043.54-1045.06] 就是你也打也打不过去了
[1045.06-1047.14] 然后就就叫转进
[1047.14-1047.86] 这不叫道歉啊
[1047.86-1048.46] 这叫转进
[1048.46-1050.06] 不叫投降
[1050.06-1053.34] 其实我以前叫他王菊花
[1053.34-1054.98] 我现在不再管他叫王菊花了
[1054.98-1058.14] 因为他现在的人生处境是在逆境中啊
[1058.14-1062.86] 这个当然王菊的铁粉支持者可能顺逆
[1062.86-1065.06] 这个概念跟大家比较道啊
[1065.06-1066.02] 比较道啊
[1066.02-1066.82] 不能说他们错了
[1066.82-1069.06] 也许在在一个道理的人的世界里面
[1069.06-1070.50] 那你你才知道的
[1070.50-1072.90] 这个时候我我我们如果还叫他王菊花的话
[1072.90-1075.30] 就有点他们落井下石了
[1075.30-1075.98] 呃没错
[1075.98-1080.14] 呃你们不要觉得我虚伪或者呃清奇
[1080.14-1082.74] 嗯我也不在乎你们呃接受不接受
[1082.74-1087.46] 就是我告诉你们就是呃我们必须做温和派中国人
[1087.46-1089.94] 呃呃刘阿姨给我的帽子是两个啊
[1089.94-1091.10] 一个是温和派中国人
[1091.10-1092.90] 一个是无产阶级资本家
[1092.90-1095.38] 无产阶级资本家和呃温和派中国人
[1095.38-1097.34] 这两个帽子我都欣然领取
[1097.34-1098.34] 太他们贴切了
[1098.34-1098.70] 为什么
[1099.06-1102.90] 因为我跟刘阿姨的铁粉呃每天都抓紧一切机会致敬刘阿姨
[1102.90-1103.98] 这不是蹭的
[1103.98-1106.62] 呃虽然我不太认同他的大洪水说
[1106.62-1111.06] 呃但是呃刘阿姨对于历史的研究就是中国第一
[1111.06-1114.30] 没有之一就是中国第一
